,id,query,product_title,product_description,median_relevance
5199,5199,workout clothes for women,Hanes Women's Cool DRI V-neck T-shirt,"Hanes' fast wicking/fast drying Cool DRI V-neck outperforms the competition. Perfect when you're competing or when you want to ensure a cool, dry workout, the lightweight interlock fabric wicks sweat off the body and evaporates moisture quickly.",2
5200,5200,long prom dress,"Gitman Brothers Wing Collar Formal Dress Shirt - Cotton, Long Sleeve (For Tall Men)","Crisply appointed pintucks file neatly down each side of the placket on this Gitman Brothers formal dress shirt, further formalized by a small wing collar.",3
5201,5201,wii gamepad,Fosmon Nintendo Wii U GamePad USB Charge Cable - 10ft (Black),,2
5202,5202,skechers womens shoes,Dr. Scholl's Womens Wiley Wide Width Walking Shoe,"About this item
Dr. Scholl's Comfort Technology built inside",1
5203,5203,cleaning robot,Blue Wave Aquafirst Turbo Robotic Wall Climber Cleaner with Remote Control for In Ground Pools,"This ultra-fast robotic cleaner comes with a remote control for spot cleaning. The Aquafirst Turbo Robotic Wall Climber Cleaner is the fastest cleaning, most technologically advanced pool cleaner in its class. Just press the button and the dirt-eating dynamo provides triple function cleaning to scrub, vacuum and filter your pool. It runs on a safe, ultra-efficient 24 volts for pennies a day. The pre-programmed unit cleans your pool's floors, steps, and walls in 3 hours or less. When its work is done, Aquafirst Turbo RC automatically shuts itself off. The unit comes with its own remote control handset that allows you to direct the cleaner anywhere that needs additional cleaning. The RC unit provides radius turning and precise forward and reverse movements that allow for easy direction anywhere in the pool.",4
5204,5204,cross strap backpack,Amerileather Black Leather Cross Body Sling Bag with Padded Strap,"This cross-body sling bag can carry all of your needs inside its sleek, compact build. This backpack is constructed of top grain cowhide leather.",4
5205,5205,wired xbox 360 controller,"Afterglow Wired Communicator for Xbox 360, Blue","Enjoy an immersive gaming experience with friends with the Afterglow Wired Communicator for Xbox 360. It offers crystal-clear communication for online gaming. It has a flexible microphone so you can find the most comfortable fit. This blue Afterglow Communicator features a noise-cancelling design that reduces background interference. It can be rotated to allow for both left and right ear placement. This officially licensed Xbox 360 headphone plugs directly into the controller. Its glowing blue highlights lend it a futuristic style. A lightweight build makes it more comfortable to wear for longer periods. Whether you are coordinating your team or just chatting with friends online, the Afterglow Wired Communicator for Xbox 360 is an ideal choice.",2
5206,5206,leather mens briefcase,Leather Double-Compartment Briefcase  Brown,"Full-grain Napa leather with brushed silver clasps
Organizer pockets
Removable shoulder strap (not shown) makes carrying laptops and other heavy items easier
Padded main compartment fits laptop up to 15.4""",4
5207,5207,hawaiian shirt,La Leela Men's Hawaiian Print Aloha Swim Beach Swim Camp,"Get ready for some beachside fun wearing this casual shirt from La Leela. The beautiful print and trendy buttons will add a new twist to your casual look. 

Click here for a size chart specific for this item

Color options: Blue
Fit: Relaxed Fit
Print: Coconut Tree Printed
Sleeves: Short sleeves
Neckline: Surplice Neck
Collar: Pointed Collar
Closure: Button-front closure

Click here to view our men's sizing guide
Materials: 100-percent likre
Machine washable
Model: 999
All measurements are approximate and may vary 

Sleeve-length: Short Sleeve
Material: Other
Style: Button Down
Fabric Care: Machine Wash
Size: XXL, S, L, 3XL, M, 4XL, XL
Color: Blue


Dimensions:
See Description
Materials:
100-percent likre
Model No:
Shirt Likre 999 R_blue",4
5208,5208,leather mens briefcase,Mens Wallet Money Clip Spring Leather Front Pocket Wallet 11 Cards Alpine Swiss Black,"About this item
FREE SHIPPING
Men's Spring Load Money Clip Wallet
By Alpine Swiss
Color: Black
MSRP: $35.00
Product Features:
Measures 4 3/8"" x 3"" x 1/2""
Spring Loaded money clip (Classic money clip)
Alpine Swiss CrossLogo outside
11 credit card slots inclucing an outside one for easy access
Made of Genuine lambskin Leather Inside & Out
This leather soft and durable
Turned Edge Construction",1
5209,5209,long prom dress,Feellib Women's Mesh-yoke Sleeveless Long Dress,,4
5210,5210,aveeno shampoo,"Aveeno Baby Essential Daily Care Baby & Mommy Gift Set, 7 pc","The Aveeno Baby Essential Daily Care for Baby and Mommy Gift Set includes a variety of products for taking care of your newborn's skin with a special bonus for mothers. For your baby, the 7-piece Aveeno gift set includes baby wash and shampoo, ideal for daily use. The baby daily moisture lotion helps delicate skin stay soft. Soothing relief creamy wash and moisture cream offer solutions for extra sensitive cleansing in this baby care gift set. These Aveeno Baby products contain Active Naturals oat and are carefully formulated to cleanse and naturally nourish a baby's delicate skin and hair. For mommy, this 7-piece Aveeno Baby Essential Daily Care gift set includes Positively Radiant moisturizer SPF 15 and lotion, which will keep the hands, face and body supple and smooth. A stylish tote made from 100 percent natural cotton canvas completes the set. These Aveeno Baby products are a thoughtful gift for a baby shower or a convenient way to prepare a nursery.",3
5211,5211,batman,LEGO Juniors Batman: Defend the Batcave 10672,"The LEGO Juniors Batman: Defend the Batcave 10672 building set includes 3 mini-figures as well as the Batcave, the Joker's catapult and the Batmobile. Your Batman fan can develop building skills while fighting crime with this fun LEGO set designed just for small hands.",4
5212,5212,girls halloween costumes,Gnome Girl Toddler Halloween Costume,"This Gnome Toddler Costume transforms your little one into a character from whimsical lawn decorations, folklore and various other stories. Available in toddler sizes, it is a fun choice for kids to wear to a costume party, while they go out trick-or-treating or to another Halloween event. Included with this gnome girl costume is a dress with pink plaid, a green skirt, suspenders and flower designs. There is also a pink gnome hat with a flower decoration and curly-toed pink booties. This gnome Halloween costume is recommended for kids between the ages of 2 and 5.",4
5213,5213,bluetooth speaker,Minisuit JUKEE - Portable Bluetooth Speaker with Alloy Steel Housing (Black),"Bring or gift this tiny but BIG sound with you this holiday season. Designed to augment the sound of tablets and smart phones, this amazing Bluetooth 4.0 speaker is compatible with iPhone, iPod, iPad, Samsung Galaxy, Microsoft, Nexus, Nokia, Sony, smart phones, tablets, laptops, PC desktop. This very compact and cute Bluetooth speaker has a built-in rechargeable battery, line input, touch controls, and LED light indicator. Impressive sound for tiny size. Don’t want to, or can’t do Bluetooth? Just switch to the included cable to fit the 3.5mm ear jack. A full charge for juice is minutes away. Not only is it small and durable, it is pocket-size and innovative as the exquisite colors and design adorns this speaker. Whether entertaining guests for the holidays, working out at the gym, going on a road trip, attending a courtside sport event, throwing that perfect summer BBQ, bring this tiny but big sound with you – Minisuit’s Portable Super Bass Speaker!",4
5214,5214,minecraft diamond sword,Lillian Rose LG610 R Diamond Red Garter,This stylish leg garter is made of red satin and accented with a diamond band ornament- One size fits most SKU: LLRS286,2
5215,5215,yoga mat,"Sivan Health & Fitness NBR Yoga Mat, Red","This durable Sivan Health & Fitness NBR Yoga Mat features a cushioned, non-slip surface. The mat is washable, lightweight and ideal for yoga stretching and flexibility exercises. Made of durable NBR foam with non-skid ridges for stability, this comfortable mat is extra thick, dense and not only provides adequate padding, but holds up extremely well over time. Measuring 24 inches wide by 71 inches long by 10 millimeters thick, this well-made Sivan Health & Fitness NBR Yoga Mat will add comfort to your yoga workouts.",4
5216,5216,lc lauren conrad dresses,"Funville Sparkle Girlz Doll with Dress Up, Caucasian, Ballerina","Kids can dance the night away with this Funville Sparkle Girlz Doll. This ballerina comes dressed in an elegant outfit with accessories to match. Kids can play dress up and dance with this Caucasian sparkle doll using the included matching costume, wand and hair accessory. They can even create their own dance routines to show friends and family.",1
5217,5217,white plain dinner set,Saro Plain Dinner Napkin (Set of 4) (Set of 4),"Material: 100pct Polyester
Plain pattern
Shape: Square
Hand wash
Color: Brown
Color: Gray
Material: Polyester",1
5218,5218,shaver panasonic,PANASONIC ES3831K Pro-Curve Battery Operated Travel Wet/Dry Shaver,,4
5219,5219,an extremely goofy movie,Frozen (Widescreen),,2
5220,5220,skechers womens shoes,Skechers Women's Serenity Relaxed Fit Slip On Shoes (Grey) - 8.5 M,,4
5221,5221,flannel sheets,Bugs Flannel Fitted Crib Sheet,"Bedtime will be buzzing with silly, snuggly fun with this charming Bugs Flannel Fitted Crib Sheet. This fitted crib sheet is made of cozy cotton flannel in soothing blue with happy snails, caterpillars, bees, insects and colorful swirls printed all over it. Adorable with any nursery décor, this bright crib sheet adds eye-catching color and a playful look to the room. The stretchy elastic edges on this printed sheet keep it securely snug around standard-size crib mattresses. Machine wash cold and tumble dry.",4
5222,5222,wireless mouse,"Kensington KMW72370 Pro Fit Full-Size Wireless Mouse, Right Handed, 2.4 GHz, Black","Full-size, wireless mouse offers an ergonomic shape with a soft rubber grip for all-day comfort for right-handed users. 2.4 GHz wireless technology delivers long-range performance and minimal interference. Design also features a high-definition optical sensor (up to 1200 dpi) for responsive control, pointer speed quick-select button for enhanced productivity, forward/back buttons, and scroll wheel with middle button. Wireless mouse requires no drivers and offers plug-and-play installation with the included wireless USB receiver. Mouse also includes two AA batteries.",4
5223,5223,coffee grinder,Brentwood CG-152 White Coffee Grinder,"The Brentwood coffee grinder is a practical choice for the coffee lover. It features a stainless steel housing and blade, lid with measurement markings, low heat preserve flavor and aroma, and safety lock system. This easy to clean grinder is also suitable for spices and herbs.",4
5224,5224,wii,"TomeeÀ_À_ Wii U Starter Bundle Pack M06007-WH, White","The Wii-U Starter Bundle is the ideal solution for all your Wii U needs! The bundle includes a silicone cover and 2 screen protectors for the GamePad, a large stylus pen, 2 normal stylus pens, stereo earphones with 3 pairs of different sized earbuds, an applicator card, and a cleaning cloth.",4
5225,5225,workout clothes for women,C9 Champion Plus Size Advanced Seamed Cardio Pant,"The C9 Champion Women's Plus-Size Advanced Seamed Cardio Pant will have you looking cute while you're working out. These plus size yoga pants are perfect for going to the gym or sweating outside. They're made with a moisture wicking fabric to keep you dry during even your toughest workouts! You'll love how the added seam looks on this plus size activewear. You will stay comfy and be able to focus on your workout in these plus size pants. The waistband stays in place during even the most hardcore workouts.
Performance level: C9 Advanced for High Performance
Sizing: Plus with a Fitted
Features: Moisture wicking fabric
Material: 88 % Polyester, 12 % Spandex
Straight
Inseam: 31 inches
Care and Cleaning: Machine wash, cold, Machine wash, gentle or delicate, Do not bleach, Tumble dry, gentle, Line dry, Do not dry clean",2
5226,5226,blue mini fridge,Rachael Ray Tools and Gadgets Blue 7.5-inch Small Suction Lid,"Instead of spending money on plastic wrap and tin foil to cover leftovers, invest in this convenient way to store food in the fridge or freezer. The Top This lid is the perfect way to make sure leftovers stay fresh.",1
5227,5227,samsonite,Samsonite Fiero 24-inch Expandable Hardside Spinner Upright Suitcase,This sturdy 24-inch upright offers a durable polycarbonate construction in blue or charcoal. Wheels and a telescopic handle add mobility.,3
5228,5228,deep fryers,Presto Digital ProFry Deep Fryer- 05462,"Home chefs love this professional-style Presto Digital ProFry Deep Fryer. It features a spatter-shielding cover and removable heating element that allows for easy cleaning. Because its basket easily fits large pieces of fish or chicken, this deep fryer completes any kitchen’s small-appliances collection.
Friday night fish, Saturday morning donuts, Sunday afternoon chicken –do it all in this professional-style deep fryer with 9-cup oblong-shaped basket
1800-watt immersion element provides quick preheating and fast oil temperature recovery for perfect frying every time; countdown timer that times up to 30 minutes
Digital control and display features an adjustable thermostat; LED signal light indicates whether the oil is heating or ready for frying
Cover with filter helps reduce spattering; removable heating element and enameled pot for easy cleaning in hot soapy water; no assembly required
11.88Hx10.75Wx16""L; 10 Lb
Capacity (volume): 9.0 Cup
Appliance Capabilities: Deep Fry
Features: Charcoal Air Filter, Digital Control and Display
Includes: Instruction Manual
Material: Plastic, Stainless Steel
Wattage Output: 1800 Watts
Care and Cleaning: Hand-wash Only
Safety and Security Features: Breakaway Cord",4
5229,5229,projector,Crayola Projector Light Designer,"Your junior artist will love this Projector Light Designer set from Crayola. Your child can turn any ceiling into a private art gallery. Designed for ages 6 and up, this projector lets kids draw, trace, and play games on reusable plastic drawing sheets and then project their designs onto ceilings and walls. Use the special markers to scribble and sketch faces, figures, favorite characters, and designs. The fixed-focus projection lens lets your child magnify their creations to up to 20 times larger their original size and project them onto a wall or ceiling. This Projector Light Designer comes with 6 markers and 6 plastic drawing sheets. This set has an on/off switch and requires 4 AA batteries, sold separately.",4
5230,5230,macbook case 13 case,"Incipio RICKHOUSE Carrying Case (Sleeve) for 13 MacBook Air - Natura""",,4
5231,5231,infinity scarf,Women's Infinity Scarf - Lace,,4
5232,5232,aveeno shampoo,Aveeno Baby Gentle Conditioning Shampoo 12 oz,,4
5233,5233,shaver panasonic,Panasonic ES8103S Arc3 Electric Shaver Wet/Dry with Nanotech Blades,,4
5234,5234,mens dress shirts,Brio Milano Men's Purple and White Stripe Button-up Dress Shirt,Brio Milano men's purple and white stripe dress shirt is the perfect top for your work or leisure style. Dress to the nines daily in this fashionable button-up shirt.,4
5235,5235,bird seed feeder,Gardman USA The Nuttery Seed Feeder Lrg NT060,"The Nuttery Feeders; English innovation and design for the American consumer. As an industry leader in the UK and across the Globe, Superior quality, innovation, and design without compromise; It's what we call bird feeding, The Nuttery way! The Nuttery was founded by Leslie Lipton in 1990. An architectural designer by trade, Leslie had just watched the BBC's Daylight Robbery which showed how squirrels can overcome obstacles to reach food left out for the birds. He set out to design a bird feeder that would baffle even the brainiest squirrel ... and so, The Nuttery was born! Over 20 years later, our first feeder, the Original is as popular as ever with sales exceeding 1 million worldwide!",4
5236,5236,legos,LEGO Minecraft Creative Adventures The First Night 21115,"Make your little Minecrafter and LEGO-maniac the happiest kid on earth with the LEGO Minecraft First Night 21115. This addition to the Lego Minecraft family includes recognizable scenes with mini figures that help you build your army and wage war. This Lego Minecraft kit will lead to hours and hours of fun building, destroying and rebuilding your favorite Minecraft landscapes and enacting epic battles. This is a must have for that kid who can't get enough Minecraft.

    Certifications: CPSIA Certified

    Manufacturer's Suggested Age: 8 Years and Up

    Includes: Toy Building Components

    Number of Pieces: 408

    Material: Plastic

    Educational Focus: Creative Thinking

    Languages: French, English, Spanish

    Dimensions: 10.31 "" H x 3.76 "" W x 11.1 "" L

    Product Weight: 1.82 Lb.

    Care and Cleaning: Wipe Clean With a Damp Cloth

    Battery: no battery used

    Assembly Details: no assembly required",3
5237,5237,refrigirator,Danby Designer 3.1 cu.ft. Dual Door Compact Refrigerator with Freezer,"Having separate fridge and freezer units is definitely the way to go these days. You get that convenient combination and much more with this splendid dual-door compact refrigerator by Danby. This model offers 3.1 cu. ft. of cooling and freezing capacity and is Energy-Star compliant to help keep electricity costs as low as possible. The popular appliance is a perfect match for apartments, rec-rooms, bars, cottages and offices. It has a high-tech mechanical thermostat to make sure your foods are always stored at the correct temperature and has a handy cycle defrosting system. It comes with an intelligent reversible-door feature which allows you to adjust it for either left or right-handed opening. This glamorous fridge/freezer is a breeze to keep clean due to the stunning spotless-steel finish. Inside the appliance you’ll find a bright interior light as well as a see-through vegetable crisper with glass cover and plenty of space for tall bottles. The integrated door handle adds another touch of class. This highly-efficient appliance also features an 18-month warranty on parts and labor.",4
5238,5238,pots and pans set,"Mainstays 10-Piece Cookware Set, Stainless Steel","The Mainstays 10-Piece Cookware Set Stainless Steel comes complete with everything you need for your kitchen. The Mainstays cookware set includes four saute pan, three lids, and three nylon tools, which are made of stainless steel. The tempered glass lid allows you to monitor the food while it is being cooked. Every piece in the Mainstays cookware set features handles that stay cool when placed on the stove top, ensuring added safety. This Mainstays 10-Piece Cookware Set Stainless Steel features tri-ply base that combines the durability of two metals to last long. This mirror-polished cookware set adds accent to your kitchen for long years and is compatible with any cooktop. This cookware set is dishwasher safe, which means maintenance is easy and effortless. This pan set is a great and perfect gift for bridal showers, house warming showers, college students or any other occasion.
Mainstays 10-Piece Cookware Set:
10 pieces: 4 saute pan, 3 lids, 3 nylon tools
8.5"" high saute pan
1-qt covered saucepan
2-qt covered saucepan
5-qt covered saucepan
Slotted spoon",4
5239,5239,pressure cooker,West Bend Electronic 6-Qt Pressure Cooker,"Cook beans, braises, stews and more in record time with the West Bend Electronic 6-Qt Pressure Cooker. This West Bend cooker is perfect for serving up a delicious meal. Tenderize less expensive meats to make them succulent and delicious. The cooker features seven built-in safety features and a locking lid with a pressure release dial. It also includes a cooking rack, rice measuring cup, spoon, spoon holder and condensation drip cup.",4
5240,5240,laptop lenovo,Lenmar Battery for IBM (Lenovo) Laptop Computers - Silver (LBI3000),,1
5241,5241,seagate 2tb hard disk,2TB Seagate Backup Plus Slim Portable External Hard Drive USB 3.0 STDR2000101,,4
5242,5242,green laser pointer,Laser glow Technologies GAR225XXX Aries-225 Green Handheld Laser Pointer,Laserglow's original portable green laser the Aries Series is built from the ground up for continuous high-power operation- When a laser pointer does not provide sufficient output power the Aries gives the same portability at power levels of up to 250mW at 532nm- The machined aluminum heat sink dissipates excess heat generated in the laser cavity and keeps the Aries running at a 100% duty cycle- Laserglow's Aries Series green portable lasers are IR filtered for safety and the output power is measured on each unit individually for a 10-minute continuous period to ensure sustained performance- This test is done at least 3 times before being shipped to the customer- SKU: LAS094,4
5243,5243,green bay packers,NFL 2013 Green Bay Packers Plaque,,3
5244,5244,baseball photo frame,Trend Lab Baseball Photo Frame,,4
5245,5245,portable hard drive,Toshiba Canvio Connect 1TB Portable External Hard Drive Value Bundle with Bonus Case,"Plugged into any PC, Toshiba's new nimble, versatile Canvio Connect lets you access, share and back-up your precious files and media virtually anywhere. Affordable, pocket-sized and easy to carry, this amazingly full-featured performer offers a huge amount of storage — up to 2TB — so you can upload, download and back up to and from your desktop or laptop computer, even your mobile devices. 
Toshiba Canvio Connect 1TB Portable External Hard Drive:
1TB
Expanded digital storage
USB 3.0, USB 2.0
Flexible interface with fast transfer speeds
5400 RPM
For fast access and performance
Plug n pla",4
5246,5246,glitter vials,Martha Stewart M4034034 Martha Stewart Fine Glitter 3-Pkg-Desert,EK SUCCESS-Martha Stewart Glitter and Glue Set. Use these coordinated glitter colors with the included glue to make beautiful glittering designs on cards and other paper crafts! This package contains three 0.37 ounce vials of glitter and one 0.18 fl. ounce tube of glue. Imported.Item Height: 5Item Width: 3.77Item Depth: 1.16,4
5247,5247,wreck it ralph,Girl's Wreck-It Ralph Time Teacher Watch,,4
5248,5248,nike flip flops,Avengers Toddler Boy's Flip Flop,"Avengers Toddler Boy's Flip Flop
Toddler boy's flip flop with eva&pu upper,eva sole",2
5249,5249,coffee for nespresso,DeLonghi EN520BK Black Lattissima Plus Nespresso Capsule System,"Be your own barista with the lattissima plus by DeLonghi. You and your guests can enjoy delicious cappuccinos and lattes anytime. It's never been easier to create authentic Italian drinks with nespresso's patented coffee capsule technology and DeLonghi's patented milk container. Simply place a capsule in the top of the machine and slide the milk container onto the front, place a cup under the nozzle and press the one-touch button. The lattissima plus does all the work for you.",2
5250,5250,teenage mutant ninja turtles,Fathead Teenage Mutant Ninja Turtles Wall Decals,Fathead Tenage Mutant Ninja Turtles Collection wall decals are life-size action images that you stick on any smooth suface. You can move them and reuse them and they are safe for walls.,3
5251,5251,skechers womens shoes,Danskin Now Girl's Bungee Tie Cross-trainer Shoe,UPPER:PU/MESH OUTSOLE:EVA/FABRIC Useasoftbristlebrushtoremoveanysurfacedirtordustfromtheshoe,2
5252,5252,gym gloves,Boys Nike Free 5.0 - Grade School - Black/Dark Grey/Gym Red/Metallic Silver,,1
5253,5253,yellow dress,boohoo Julia Box Pleat Sleeveless Skater Dress - yellow,,4
5254,5254,rain jacket,Xl 2pc Rain Jacket R114X,"2-Piece Rain Jacket With Hood - jacket with detachable hood. Constructed with lightweight 0.35mm PVC. Rear mesh vents for breathability. Full cut sizes to fit over clothing. Yellow. - Style: jacket, Size: X-large, Color: Yellow, Material: Lightweight PVC, Pkg Qty: 1, Package Type: Hang Tag",4
5255,5255,snow boots,Rasolli Carol 2 Womens Rubber Rain Boots,"Rasolli Carol 2 Womens Rubber Rain Boots

The Rasolli Carol 2 Boots feature a Synthetic upper with a Round Toe. The Rubber outsole lends lasting traction and wear.",2
5256,5256,hair accessories,"Scunci No Damage Hair Ties, Medium Black, 25 count","Put your hair up without worry, using these Scunci No Damage Hair Ties. This product is easy on your hair and contains no metal parts, so you will not get scratched or pinched. These medium black hair ties are ideal for everyday fashion.
Scunci No Damage Hair Ties:
Scunci hair ties are ideal for everyday fashion
No metal parts
No damage
Item 38968-W",3
5257,5257,anime necklace,Personalized Mom Birthstone & Name Heart Necklace,"A rainbow of family birthstones leads to ""MOM"" in this unique Mother's pendant set. It features faceted Austrian crystal birthstones, and is engraved with the names of her children, grandchildren or loved ones. The luminous heart pendant is cast with ""MOM"" along the side, and is suspended on a 20-inch rope chain with a spring ring clasp.",2
5258,5258,long prom dress,Long Sleeve Fit & Flare Dress - Xhilaration,Dress it up for work or go casual—the Long Sleeve Fit & Flare Dress - Xhilaration is versatile enough for every time of day. It's a simple dress that can get beautifully complicated depending on how you accessorize it—from pearls to charm bracelets. The round collar with key hole front and back can show off your fave necklace. 100% polyester construction and pull-over style make this long sleeve dress super easy to wear. Easy care machine washable.,3
5259,5259,sports bra,Champion 'Shape Too!' Underwire Sports Bra,"The Champion Shape Too! Sports Bra offers natural shaping, great support and cooling ventilation. It gently contours your curves for a naturally shapely look. Plus, it provides high support for activities like running and cardio.",4
5260,5260,sunglasses polarized,AO Original Pilot Sunglasses with Gold Bayonet Temples and True Color Gray Polarized Glass Lenses,Flight gear performance-tested sunglasses with classic aviator styling. These Original Pilot Sunglasses has been a favorite of U.S. military pilots for more than 50 years.,2
5261,5261,iphone 4 case,INSTEN Green TPU/ Light Blue Hard Plastic Hybrid Phone Case Cover for Apple iPhone 4/ 4S,This is a BasAcc green TPU and light blue hard hybrid case for Apple® iPhone 4/ 4S. Protect your iPhone against bumps and scratches with this accessory set.,4
5262,5262,gold dress,Ignite Evenings by Carol Lin Women's Sequin Halter Gown,Ignite Evenings by Carol Lin Women's Sequin Halter Gown,4
5263,5263,mens dress shirts,Graham & Graham Men's Dress Shirt - Blue,"Perfect for infusing your wardrobe with a distinctly classic vibe, this Men's Dress Shirt will fit the fashion bill year-round. Made of 100% cotton - so you'll just know it'll be ultra-soft on your skin - this soothing blue shirt will look simply fantastic on you whether you're strolling across campus, attending a casual backyard party, or heading out for an informal night on the town with your closet friends. Perfect tucked in or hanging out, this casual fit cotton beauty will match up nicely with jeans, cargo pants, chinos, shorts . . . you name it. Featuring decorative buttons down the front, this is one all-purpose long sleeve shirt that'll suit any and all occasions come rain or shine. Hey, let's face it, a man who cares enough to make sure he always looks his absolute best - that's you btw - can never have enough awesome looking button down dress shirts stashed away in his closet. So, what are you waiting for? Machine wash.",4
5264,5264,kitchen faucet,"Vigo VG02011STK2 Pull-Out Spray Kitchen Faucet with Soap Dispenser, Stainless Steel","Vigo VG02011STK2 Pull-Out Spray Kitchen Faucet with Soap Dispenser, Stainless Steel

Accent your kitchen by adding this stylish yet durable Vigo faucet. Stainless steel finish with matching soap dispenser all solid brass construction which ensures durability and longer life. Faucet features dual pullout spray head for aerated flow or powerful spray. Includes a spray face that resists mineral buildup and is easytoclean. Vigo finishes resist corrosion and tarnish ing exceeding industry durability standards. High quality ceramic disc cartridge ensures maintenance free use. 360degree swivel spout for easy access to all areas. Retractable spout expandable up to 30 . Single hole installation. Single lever water and temperature control. All mounting hardware and hot/cold water lines are included. Water pressure tested for industry standard. Standard US plumbing 3/8 connections. Faucet height: 9 3/4 . Spout reach: 8 7/8 . 2.2 GPM Flow Rate. This faucet is certified and listed by UPC cUPC CSA IAPMO ANSI and SCC. ADA Compliant. All Vigo faucets have a Limited lifetime warranty. Soap Dispenser. Kitchen item is constructed of solid brass. Perfect for liquid soap lotion or liquid detergent. Easy push self priming soap dispenser. Spout reach: 3 1/2 . Swivels 360 degrees. Soap dispenser has a 1 Year Limited Warranty",4
5265,5265,mac book air cover,"Sibelius Keyboard Cover for MacBook, MacBook Air & MacBook Pro (Unibody, Black Keys) Model #: SIB-M-CC-2 Designed in co","Silver Checkerboard (Clear w/Silver Buttons) Keyboard Cover for MacBook, MacBook Air & MacBook Pro (Unibody, Black Keys) KB Covers has designed the finest silicone keyboard cover to protect and enhance your Apple MacBook and MacBook Air laptop computer...",4
5266,5266,seagate 2tb hard disk,"Seagate-IMSourcing Barracuda ES.2 ST31000340NS 1 TB 3.5 Internal Har""","The Barracuda hard drive gives you one hard drive platform for every desktop storage application. One drive with trusted performance, reliability, simplicity and capacity.

1TB/disk 7200 RPM platform provides affordable capacity up to 3TB
Seagate OptiCache technology improves performance by up to 45
Seagate AcuTrac technology enables reliable read/write performance even in high touch operating environments
Seagate SmartAlign technology for no-hassle transition to Advanced Format 4K sector technology
Free DiscWizard software enables 3TB drive use on legacy PC BIOS as well as Windows XP-based systems

Manufacturer: Seagate-IMSourcing
Manufacturer Part Number: ST31000340NS
Brand Name: Seagate-IMSourcing
Product Line: Barracuda
Product Series: ES.2
Product Model: ST31000340NS
Product Name: Barracuda ES.2 ST31000340NS Hard Drive
Product Type: Hard Drive
Storage Capacity: 1 TB
Maximum External Data Transfer Rate: 300 MBps (2.3 Gbps)
Rotational Speed: 7200 rpm
Buffer: 32 MB
Drive Interface: SATA
Drive Interface Standard: SATA/300
SATA Pin: 7-pin
Drive Type: Internal
Drive Width: 3.5""
Drive Height: 1/3H
Height: 1""
Width: 4""
Depth: 5.8""
Weight (Approximate): 1.49 lb",2
5267,5267,duffle bag,29 in. Duffle Bag in Black,"Features: -Travel, black duffel bag. -Constructed of 600 denier polyester. -Circular top opening for easy packing. -Front pocket, end handle. -10 Zipper on main section. -Dimensions: 14"" H x 29"" W x 12"" D, 6.4 lbs.",1
5268,5268,waffle maker,Chef's Choice Waffle Pro,"The Chef'sChoice® WafflePro® #854 is extremely fast and will bake four delicious, homemade waffles in less than three minutes! Elegantly-styled, with a sleek retro stainless steel patterned finish on the cover, it combines visual appeal with superior functionality. Waffles can be made to order with the advanced Taste/Texture Select® feature that delivers the waffles of your choice--with the ultimate taste, texture and aroma. A simple flip of a switch lets you choose either a fast bake for crisper waffles with a soft, oven fresh interior; or slow bake for a crunchy, more uniform texture. The WafflePro®'s precise temperature control provides consistent even baking and delivers the perfect waffles with every bite. The floating hinge design and convenient latching lid handle ensures uniform waffle thickness. Engineered with a superior non-stick, easy release and easy clean coating, it is ideal for baking homemade or quick mix batters. Recipes included.",4
5269,5269,patio tables,Adams Manufacturing Patio Tables. Quik-Fold Desert Clay Patio Cafe Table,"The Adams Manufacturing Quik-Fold Cafe Table works well for small parties on the patio or deck. At a standard 28-inch high table height, it comfortably seats two. It is also handy beside the grill or to hold food and drinks at picnics. At game time, the Café Table is the perfect portable tailgating table. Rated to hold up to 40 pounds. Proudly Made in the USA. Standard table height, works with any size standard chair Folds quickly and compactly for storage Built-in umbrella hole holds most standard umbrellas Durable resin material will not peel, rust, or rot Rated to hold up to 40 pounds Dimensions: 28L x 29.75W x 29H inches",4
5270,5270,memory foam pillow,Sleepyhead Crushed Memory Foam Pillow (Set of 2),"These pillows are composed of Ice Foam, which is a memory foam heat sensitive technology designed to maximize the reduction of body pressure and encourages cool sleeping comfort. The crushed memory foam allows easy molding to support the head and neck. The medium soft firmness of this pillow naturally contour to the neck for optimum comfort. The pillow is anti-bacterial and anti-fungal, providing longer lasting purity and better performance.",4
5271,5271,blendtec,Blendtec Classic 575 Blender - Orchid/Slate Gray,"Black Wii U 32GB Deluxe Console w/ Game Pad and Nintendo Land

Wii U is the next great gaming console from Nintendo and it redefines how you will play next. With its innovative new Wii U GamePad controller, it will not only introduce entirely new ways to play games, it will also transform how you connect with friends and enjoy entertainment.",4
5272,5272,notebook paper,Embossing Folder 4.25,DARICE-Embossing Folder. Add texture and style to your paper and cardstock projects with Darice's embossing folder! The folder measures 5-3/4x4-1/4 inches and will fit most embossing machines. Available in a variety of designs: each sold separately. Imported,2
5273,5273,portable hard drive,Glyph Studio mini Professional Portable Hard Drive 500GB,"The Glyph Studio Mini provides the project studio owner with professional-level speed, reliability and quality.",3
5274,5274,leather mens briefcase,Ferrari Scuderia Racing Red Men's 4.2-ounce Eau de Toilette Spray,"ITEM#: 16603283
Launched by the design house of Ferrari. This masculine fragrance features a blend of fresh and aromatic notes.",1
